TIPO,CATEGORIA,SUBCATEGORIA (Español),FAMILIA (Español),Nombre del Producto en Inglés (CALIDAD),Nombre del Producto en Español,Descripción MKT,Características,Cod SAP local,EAN ,Merch Code,Tono,Status 2023
Revlon Cosmetics,Maquillaje para OJOS,Sombras para Ojos,So Fierce!,Revlon So Fierce! Prismatic Palette,Paleta Prismática de Sombras,"¿Clásico o atrevido? Desafiá tu mirada y lográ tu look deseado con esta nueva paleta de sombras.
•	Color cremoso y llamativo con brillo tipo cristal.
•	Color intenso y altamente texturizado.
•	A prueba de arrugas y de manchas.
•	 Una gama de tonos y acabados desde neutrales hasta brillos de alta intensidad, facilitando la creación de estilos.
•	Duración del color hasta por 10 horas si se usa húmedo u 8 horas si se usa seco.
•	Disponible en 2 paletas de 4 tonos cada uno. ","Tip de uso 
1.	Aplica las sombras secas para un acabado suave. Aplica el color con tu dedo directamente sobre el parpado. Para difuminar podés usar una brocha.
2.	Aplica las sombras mojadas para un efecto más intenso y saturado. Podes aplicarlas con tu dedo índice mojado.
3.	Con una brocha podés difuminar el color a lo largo de los parpados.",7265544006,309970116392,962,Fully Loaded,OTO
Revlon Cosmetics,Maquillaje para OJOS,Máscara para Pestañas,Revlon,Revlon Volumazing Mascara,Máscara para Pestañas. Volumen + Color intenso y brillante,"Mascara de pestañas con fórmula cremosa que otorga más volumen sin grumos. Disponible versión a prueba de agua.
Detalles fórmula: Fórmula cremosa que otorga más volumen sin grumos. No se corre ni mancha. Dura hasta por 24hs
Detalle cepillo: El exclusivo cepillo está diseñado con cerdas onduladas para agarrar con fuerza hasta las pestañas más pequeñas mientras deposita el color.","Pestañas con más volumen
Color intenso y brillante
No se corre ni mancha
Cepillo cónico
Dura hasta por 24 horas
Disponible versión a prueba de agua",7245331001,309976182018,901,Blackest Black,Regular
Revlon Cosmetics,Maquillaje para ROSTRO,Rubor,Revlon,Revlon Powder Blush,Rubor en Polvo para Mejillas,"•	Los pigmentos de color real crean un aspecto fresco y definido (también conocido como pómulos increíbles)
•	Fórmulas suaves de rubor en polvo que puedes aumentar en intensidad, para que te sonrojes exactamente como quieres","• Brinda un toque de color natural a las mejillas 
• Destaca los pómulos al instante
• Color graduable",7266094018,309974784160,004,Rosy Rendezvous,OTO
Revlon Cosmetics,Maquillaje para LABIOS,Labiales,ColorStay,ColorStay Suede Ink Lipstick,Lápiz labial ,"Obtené un color mate intenso de alta pigmentación, intransferible y con una duración de hasta 8 horas.

Con su fórmula revolucionaria evita la transferencia, brinda un color mate intenso y promete un acabado duradero a prueba de manchas que dura hasta 8 horas.

Contiene vitamina E antioxidante que ayuda a humectar y proteger tus labios.

10 tonos disponibles","•	Intransferible, dura hasta 8 horas en tus labios.
•	Fórmula pigmentada que ofrece un color intenso mate.
•	Garantiza una aplicación precisa y sin esfuerzo.
•	Color en una sola pasada.
•	Fórmula sin parabenos ni sulfatos.
•	Contiene Vitamina E para humectar y proteger tus labios.",7267349001,309970187040,001,Gut Instinct,NEW
Revlon Cosmetics,Maquillaje para LABIOS,Labiales,ColorStay,ColorStay Suede Ink Lipstick,Lápiz labial ,"Obtené un color mate intenso de alta pigmentación, intransferible y con una duración de hasta 8 horas.

Con su fórmula revolucionaria evita la transferencia, brinda un color mate intenso y promete un acabado duradero a prueba de manchas que dura hasta 8 horas.

Contiene vitamina E antioxidante que ayuda a humectar y proteger tus labios.

10 tonos disponibles","•	Intransferible, dura hasta 8 horas en tus labios.
•	Fórmula pigmentada que ofrece un color intenso mate.
•	Garantiza una aplicación precisa y sin esfuerzo.
•	Color en una sola pasada.
•	Fórmula sin parabenos ni sulfatos.
•	Contiene Vitamina E para humectar y proteger tus labios.",7267349002,309970187057,002,No Rules,NEW
Revlon Cosmetics,Maquillaje para LABIOS,Labiales,ColorStay,ColorStay Suede Ink Lipstick,Lápiz labial ,"Obtené un color mate intenso de alta pigmentación, intransferible y con una duración de hasta 8 horas.

Con su fórmula revolucionaria evita la transferencia, brinda un color mate intenso y promete un acabado duradero a prueba de manchas que dura hasta 8 horas.

Contiene vitamina E antioxidante que ayuda a humectar y proteger tus labios.

10 tonos disponibles","•	Intransferible, dura hasta 8 horas en tus labios.
•	Fórmula pigmentada que ofrece un color intenso mate.
•	Garantiza una aplicación precisa y sin esfuerzo.
•	Color en una sola pasada.
•	Fórmula sin parabenos ni sulfatos.
•	Contiene Vitamina E para humectar y proteger tus labios.",7267349003,309970187064,003,Want it All,NEW
Revlon Cosmetics,Maquillaje para LABIOS,Labiales,ColorStay,ColorStay Suede Ink Lipstick,Lápiz labial ,"Obtené un color mate intenso de alta pigmentación, intransferible y con una duración de hasta 8 horas.

Con su fórmula revolucionaria evita la transferencia, brinda un color mate intenso y promete un acabado duradero a prueba de manchas que dura hasta 8 horas.

Contiene vitamina E antioxidante que ayuda a humectar y proteger tus labios.

10 tonos disponibles","•	Intransferible, dura hasta 8 horas en tus labios.
•	Fórmula pigmentada que ofrece un color intenso mate.
•	Garantiza una aplicación precisa y sin esfuerzo.
•	Color en una sola pasada.
•	Fórmula sin parabenos ni sulfatos.
•	Contiene Vitamina E para humectar y proteger tus labios.",7267349006,309970187095,005,Hot Girl,NEW
Revlon Cosmetics,Maquillaje para LABIOS,Labiales,ColorStay,ColorStay Suede Ink Lipstick,Lápiz labial ,"Obtené un color mate intenso de alta pigmentación, intransferible y con una duración de hasta 8 horas.

Con su fórmula revolucionaria evita la transferencia, brinda un color mate intenso y promete un acabado duradero a prueba de manchas que dura hasta 8 horas.

Contiene vitamina E antioxidante que ayuda a humectar y proteger tus labios.

10 tonos disponibles","•	Intransferible, dura hasta 8 horas en tus labios.
•	Fórmula pigmentada que ofrece un color intenso mate.
•	Garantiza una aplicación precisa y sin esfuerzo.
•	Color en una sola pasada.
•	Fórmula sin parabenos ni sulfatos.
•	Contiene Vitamina E para humectar y proteger tus labios.",7267349008,309970187118,007,Feed the Flame,NEW
Revlon Cosmetics,Maquillaje para LABIOS,Labiales,ColorStay,ColorStay Suede Ink Lipstick,Lápiz labial ,"Obtené un color mate intenso de alta pigmentación, intransferible y con una duración de hasta 8 horas.

Con su fórmula revolucionaria evita la transferencia, brinda un color mate intenso y promete un acabado duradero a prueba de manchas que dura hasta 8 horas.

Contiene vitamina E antioxidante que ayuda a humectar y proteger tus labios.

10 tonos disponibles","•	Intransferible, dura hasta 8 horas en tus labios.
•	Fórmula pigmentada que ofrece un color intenso mate.
•	Garantiza una aplicación precisa y sin esfuerzo.
•	Color en una sola pasada.
•	Fórmula sin parabenos ni sulfatos.
•	Contiene Vitamina E para humectar y proteger tus labios.",7267349010,309970187132,008,That Girl,NEW
Revlon Cosmetics,Maquillaje para LABIOS,Labiales,ColorStay,ColorStay Suede Ink Lipstick,Lápiz labial ,"Obtené un color mate intenso de alta pigmentación, intransferible y con una duración de hasta 8 horas.

Con su fórmula revolucionaria evita la transferencia, brinda un color mate intenso y promete un acabado duradero a prueba de manchas que dura hasta 8 horas.

Contiene vitamina E antioxidante que ayuda a humectar y proteger tus labios.

10 tonos disponibles","•	Intransferible, dura hasta 8 horas en tus labios.
•	Fórmula pigmentada que ofrece un color intenso mate.
•	Garantiza una aplicación precisa y sin esfuerzo.
•	Color en una sola pasada.
•	Fórmula sin parabenos ni sulfatos.
•	Contiene Vitamina E para humectar y proteger tus labios.",7267349014,309970187170,010,Tunnel Vision,NEW
Revlon Cosmetics,Maquillaje para LABIOS,Labiales,ColorStay,ColorStay Suede Ink Lipstick,Lápiz labial ,"Obtené un color mate intenso de alta pigmentación, intransferible y con una duración de hasta 8 horas.

Con su fórmula revolucionaria evita la transferencia, brinda un color mate intenso y promete un acabado duradero a prueba de manchas que dura hasta 8 horas.

Contiene vitamina E antioxidante que ayuda a humectar y proteger tus labios.

10 tonos disponibles","•	Intransferible, dura hasta 8 horas en tus labios.
•	Fórmula pigmentada que ofrece un color intenso mate.
•	Garantiza una aplicación precisa y sin esfuerzo.
•	Color en una sola pasada.
•	Fórmula sin parabenos ni sulfatos.
•	Contiene Vitamina E para humectar y proteger tus labios.",7267349016,309970187194,012,Power Trip,NEW
Revlon Cosmetics,Maquillaje para LABIOS,Labiales,ColorStay,ColorStay Suede Ink Lipstick,Lápiz labial ,"Obtené un color mate intenso de alta pigmentación, intransferible y con una duración de hasta 8 horas.

Con su fórmula revolucionaria evita la transferencia, brinda un color mate intenso y promete un acabado duradero a prueba de manchas que dura hasta 8 horas.

Contiene vitamina E antioxidante que ayuda a humectar y proteger tus labios.

10 tonos disponibles","•	Intransferible, dura hasta 8 horas en tus labios.
•	Fórmula pigmentada que ofrece un color intenso mate.
•	Garantiza una aplicación precisa y sin esfuerzo.
•	Color en una sola pasada.
•	Fórmula sin parabenos ni sulfatos.
•	Contiene Vitamina E para humectar y proteger tus labios.",7267349018,309970187217,014,Spit Fire,NEW
Revlon Cosmetics,Maquillaje para LABIOS,Labiales,ColorStay,ColorStay Suede Ink Lipstick,Lápiz labial ,"Obtené un color mate intenso de alta pigmentación, intransferible y con una duración de hasta 8 horas.

Con su fórmula revolucionaria evita la transferencia, brinda un color mate intenso y promete un acabado duradero a prueba de manchas que dura hasta 8 horas.

Contiene vitamina E antioxidante que ayuda a humectar y proteger tus labios.

10 tonos disponibles","•	Intransferible, dura hasta 8 horas en tus labios.
•	Fórmula pigmentada que ofrece un color intenso mate.
•	Garantiza una aplicación precisa y sin esfuerzo.
•	Color en una sola pasada.
•	Fórmula sin parabenos ni sulfatos.
•	Contiene Vitamina E para humectar y proteger tus labios.",7267349004,309970187071,004,Pure Talent,NEW
Revlon Cosmetics,Maquillaje para OJOS,Máscara para Pestañas,Revlon,Revlon Volumazing Mascara,Máscara para Pestañas. Volumen + Color intenso y brillante,"Mascara de pestañas con fórmula cremosa que otorga más volumen sin grumos. Disponible versión a prueba de agua.
Detalles fórmula: Fórmula cremosa que otorga más volumen sin grumos. No se corre ni mancha. Dura hasta por 24hs
Detalle cepillo: El exclusivo cepillo está diseñado con cerdas onduladas para agarrar con fuerza hasta las pestañas más pequeñas mientras deposita el color.","Pestañas con más volumen
Color intenso y brillante
No se corre ni mancha
Cepillo cónico
Dura hasta por 24 horas
Disponible versión a prueba de agua",7245331001,309976182018,901,Blackest Black,Regular
Revlon Cosmetics,Maquillaje para OJOS,Máscara para Pestañas,Revlon,Revlon Volumazing Mascara,Máscara para Pestañas - Volumen + Color intenso y brillante,"Mascara de pestañas con fórmula cremosa que otorga más volumen sin grumos. Disponible versión a prueba de agua.
Detalles fórmula: Fórmula cremosa que otorga más volumen sin grumos. No se corre ni mancha. Dura hasta por 24hs
Detalle cepillo: El exclusivo cepillo está diseñado con cerdas onduladas para agarrar con fuerza hasta las pestañas más pequeñas mientras deposita el color.","Pestañas con más volumen
Color intenso y brillante
No se corre ni mancha
Cepillo cónico
Dura hasta por 24 horas
Disponible versión a prueba de agua",7253532001,309976297019,951,Blackest Black WP,Regular
Revlon Cosmetics,Maquillaje para OJOS,Delineador de Ojos,Revlon,Revlon ColorStay Micro Easy Precision Liquid Liner,Delineador líquido preciso ,"Cree líneas finas y audaces con el delineador de ojos Revlon ColorStay Micro Easy Precision Liquid Liner. Contiene una micropunta de 0,1 mm que permite una aplicación precisa y fácil. Su fórmula de alta intensidad seca con un acabado brillante y garantiza una duración de hasta 24 horas. ","•	Micropunta de 0,1 mm flexible para una aplicación fácil y precisa. 
•	Se desliza fácilmente, otorga color intenso, resistente a las manchas, a la decoloración y seca rápidamente con un acabado brillante.
•	Fácil de quitar con jabón y agua tibia. 
•	Hasta 24 horas de uso.
•	Probado oftalmológicamente.",7268706001,309970206079,301,Black,NEW
Revlon Cosmetics,Maquillaje para OJOS,Delineador de Ojos,Revlon,Revlon ColorStay Micro Easy Precision Liquid Liner,Delineador líquido preciso ,"Cree líneas finas y audaces con el delineador de ojos Revlon ColorStay Micro Easy Precision Liquid Liner. Contiene una micropunta de 0,1 mm que permite una aplicación precisa y fácil. Su fórmula de alta intensidad seca con un acabado brillante y garantiza una duración de hasta 24 horas. ","•	Micropunta de 0,1 mm flexible para una aplicación fácil y precisa. 
•	Se desliza fácilmente, otorga color intenso, resistente a las manchas, a la decoloración y seca rápidamente con un acabado brillante.
•	Fácil de quitar con jabón y agua tibia. 
•	Hasta 24 horas de uso.
•	Probado oftalmológicamente.",7268706002,309970206093,302,What the Fudge,NEW
Revlon Cosmetics,Maquillaje para OJOS,Delineador de Ojos,Revlon,Revlon ColorStay Micro Hyper Precision Gel Eyeliner,Delineador para Ojos en gel de hiper precisión,Líneas definidas y un control extremo con Revlon ColorStay Micro Hyper Precision Gel Eyeliner. Contiene una punta ultra fina para looks precisos y una textura suave en gel de hasta 12 horas de duración. Brinda una alta pigmentación y color intenso.,"•	Su micro punta de 1,5 mm permite una aplicación de hiper precisión y crear fácilmente líneas definidas.
•	Hasta 12 horas de duración.
•	Su fórmula gel permite una aplicación suave y brinda una alta pigmentación y color intenso.
•	A prueba de agua.
•	No necesita sacapuntas, solo se gira el delineador de ojos hacia arriba o hacia abajo para usar la cantidad de producto necesaria.
•	Incluye un difuminador de esponja redondeada en el extremo opuesto para lograr una apariencia ahumada. 	
•	Probado oftalmológicamente.",7268705001,309970086527,214,Black,NEW
Revlon Cosmetics,Maquillaje para OJOS,Delineador de Cejas,Revlon,Revlon ColorStay Micro Brow Pencil,Delineador para Cejas,Logre unas cejas de aspecto natural e impecables. Las puntas micro finas crean fácilmente trazos finos similares a los del cabello. Su fórmula de pigmento cremoso con Aceite de Argán y Aceite de Marula es rica en antioxidantes y ayuda a nutrir y suavizar las cejas. ,"•	Crea trazos finos y precisos similares al cabello de tus cejas para una apariencia natural.
•	En un extremo, podrás encontrar su micropunta que brinda una mayor precisión, y en el otro, un cepillo para difuminar.
•	Es fácil de usar, con un color suave para rellenar y definir las cejas. 
•	Resistente al agua, a las manchas y a la decoloración.
•	Duración de hasta 12 horas. 
•	Micro punta diseñada especialmente. ",7268695004,309970188511,453,Soft Brown ,NEW
Revlon Cosmetics,Maquillaje para OJOS,Delineador de Cejas,Revlon,Revlon ColorStay Micro Brow Pencil,Delineador para Cejas,Logre unas cejas de aspecto natural e impecables. Las puntas micro finas crean fácilmente trazos finos similares a los del cabello. Su fórmula de pigmento cremoso con Aceite de Argán y Aceite de Marula es rica en antioxidantes y ayuda a nutrir y suavizar las cejas. ,"•	Crea trazos finos y precisos similares al cabello de tus cejas para una apariencia natural.
•	En un extremo, podrás encontrar su micropunta que brinda una mayor precisión, y en el otro, un cepillo para difuminar.
•	Es fácil de usar, con un color suave para rellenar y definir las cejas. 
•	Resistente al agua, a las manchas y a la decoloración.
•	Duración de hasta 12 horas. 
•	Micro punta diseñada especialmente. ",7268695006,309970188535,454,Medium Brown ,NEW
Revlon Cosmetics,Maquillaje para OJOS,Delineador de Cejas,Revlon,Revlon ColorStay Micro Brow Pencil,Delineador para Cejas,Logre unas cejas de aspecto natural e impecables. Las puntas micro finas crean fácilmente trazos finos similares a los del cabello. Su fórmula de pigmento cremoso con Aceite de Argán y Aceite de Marula es rica en antioxidantes y ayuda a nutrir y suavizar las cejas. ,"•	Crea trazos finos y precisos similares al cabello de tus cejas para una apariencia natural.
•	En un extremo, podrás encontrar su micropunta que brinda una mayor precisión, y en el otro, un cepillo para difuminar.
•	Es fácil de usar, con un color suave para rellenar y definir las cejas. 
•	Resistente al agua, a las manchas y a la decoloración.
•	Duración de hasta 12 horas. 
•	Micro punta diseñada especialmente. ",7268695007,309970188542,456,Dark Brown ,NEW
Revlon Cosmetics,Maquillaje para ROSTRO,Base de Maquillaje,Illuminance, Illuminance Skin-Caring Foundation,Base de Maquillaje ,"Obtené los beneficios de una Base de Maquillaje y cuidado de la piel en un mismo producto. Difumina las imperfecciones y deja la piel con un aspecto radiante, suave y natural.",".-	Ayuda a reducir la apariencia de líneas finas y arrugas con el paso del tiempo.
-	Hidratación profunda de la piel.
-	Contiene Ácido Hialurónico.
-	Aumenta la luminosidad de la piel.
-	Elaborado sin parabenos, ftalatos ni fragancias sintéticas. 
-	Cobertura media.
-	Contiene Antioxidantes
-	es un producto No Comedogénico
-	Dermatológicamente Testeado
-	Hasta 10 horas de duración.",7268682006,309970208837,201,Creamy Natural,New
Revlon Cosmetics,Maquillaje para ROSTRO,Base de Maquillaje,Illuminance, Illuminance Skin-Caring Foundation,Base de Maquillaje ,"Obtené los beneficios de una Base de Maquillaje y cuidado de la piel en un mismo producto. Difumina las imperfecciones y deja la piel con un aspecto radiante, suave y natural.",".-	Ayuda a reducir la apariencia de líneas finas y arrugas con el paso del tiempo.
-	Hidratación profunda de la piel.
-	Contiene Ácido Hialurónico.
-	Aumenta la luminosidad de la piel.
-	Elaborado sin parabenos, ftalatos ni fragancias sintéticas. 
-	Cobertura media.
-	Contiene Antioxidantes
-	es un producto No Comedogénico
-	Dermatológicamente Testeado
-	Hasta 10 horas de duración.",7268682007,309970208844,205,Natural Ochre,New
Revlon Cosmetics,Maquillaje para ROSTRO,Base de Maquillaje,Illuminance, Illuminance Skin-Caring Foundation,Base de Maquillaje ,"Obtené los beneficios de una Base de Maquillaje y cuidado de la piel en un mismo producto. Difumina las imperfecciones y deja la piel con un aspecto radiante, suave y natural.",".-	Ayuda a reducir la apariencia de líneas finas y arrugas con el paso del tiempo.
-	Hidratación profunda de la piel.
-	Contiene Ácido Hialurónico.
-	Aumenta la luminosidad de la piel.
-	Elaborado sin parabenos, ftalatos ni fragancias sintéticas. 
-	Cobertura media.
-	Contiene Antioxidantes
-	es un producto No Comedogénico
-	Dermatológicamente Testeado
-	Hasta 10 horas de duración.",7268682009,309970208868,213,Light Natural,New
Revlon Cosmetics,Maquillaje para ROSTRO,Base de Maquillaje,Illuminance, Illuminance Skin-Caring Foundation,Base de Maquillaje ,"Obtené los beneficios de una Base de Maquillaje y cuidado de la piel en un mismo producto. Difumina las imperfecciones y deja la piel con un aspecto radiante, suave y natural.",".-	Ayuda a reducir la apariencia de líneas finas y arrugas con el paso del tiempo.
-	Hidratación profunda de la piel.
-	Contiene Ácido Hialurónico.
-	Aumenta la luminosidad de la piel.
-	Elaborado sin parabenos, ftalatos ni fragancias sintéticas. 
-	Cobertura media.
-	Contiene Antioxidantes
-	es un producto No Comedogénico
-	Dermatológicamente Testeado
-	Hasta 10 horas de duración.",7268682010,309970208875,217,Beige,New
Revlon Cosmetics,Maquillaje para ROSTRO,Base de Maquillaje,Illuminance, Illuminance Skin-Caring Foundation,Base de Maquillaje ,"Obtené los beneficios de una Base de Maquillaje y cuidado de la piel en un mismo producto. Difumina las imperfecciones y deja la piel con un aspecto radiante, suave y natural.",".-	Ayuda a reducir la apariencia de líneas finas y arrugas con el paso del tiempo.
-	Hidratación profunda de la piel.
-	Contiene Ácido Hialurónico.
-	Aumenta la luminosidad de la piel.
-	Elaborado sin parabenos, ftalatos ni fragancias sintéticas. 
-	Cobertura media.
-	Contiene Antioxidantes
-	es un producto No Comedogénico
-	Dermatológicamente Testeado
-	Hasta 10 horas de duración.",7268682013,309970208905,309,Toasted Beige,New
Revlon Cosmetics,Maquillaje para LABIOS,Labiales,ColorStay,ColorStay Suede Ink Lipstick,Lápiz labial ,"Obtené un color mate intenso de alta pigmentación, intransferible y con una duración de hasta 8 horas.

Con su fórmula revolucionaria evita la transferencia, brinda un color mate intenso y promete un acabado duradero a prueba de manchas que dura hasta 8 horas.

Contiene vitamina E antioxidante que ayuda a humectar y proteger tus labios.

10 tonos disponibles","•	Intransferible, dura hasta 8 horas en tus labios.
•	Fórmula pigmentada que ofrece un color intenso mate.
•	Garantiza una aplicación precisa y sin esfuerzo.
•	Color en una sola pasada.
•	Fórmula sin parabenos ni sulfatos.
•	Contiene Vitamina E para humectar y proteger tus labios.",7267349011,309970187149,009,In Charge,Oto
Revlon Cosmetics,Maquillaje para LABIOS,Labiales,ColorStay,ColorStay Suede Ink Lipstick,Lápiz labial ,"Obtené un color mate intenso de alta pigmentación, intransferible y con una duración de hasta 8 horas.

Con su fórmula revolucionaria evita la transferencia, brinda un color mate intenso y promete un acabado duradero a prueba de manchas que dura hasta 8 horas.

Contiene vitamina E antioxidante que ayuda a humectar y proteger tus labios.

10 tonos disponibles","•	Intransferible, dura hasta 8 horas en tus labios.
•	Fórmula pigmentada que ofrece un color intenso mate.
•	Garantiza una aplicación precisa y sin esfuerzo.
•	Color en una sola pasada.
•	Fórmula sin parabenos ni sulfatos.
•	Contiene Vitamina E para humectar y proteger tus labios.",7267349015,309970187187,011,Typa A,Oto
Revlon Cosmetics,Maquillaje para LABIOS,Labiales,ColorStay,ColorStay Suede Ink Lipstick,Lápiz labial ,"Obtené un color mate intenso de alta pigmentación, intransferible y con una duración de hasta 8 horas.

Con su fórmula revolucionaria evita la transferencia, brinda un color mate intenso y promete un acabado duradero a prueba de manchas que dura hasta 8 horas.

Contiene vitamina E antioxidante que ayuda a humectar y proteger tus labios.

10 tonos disponibles","•	Intransferible, dura hasta 8 horas en tus labios.
•	Fórmula pigmentada que ofrece un color intenso mate.
•	Garantiza una aplicación precisa y sin esfuerzo.
•	Color en una sola pasada.
•	Fórmula sin parabenos ni sulfatos.
•	Contiene Vitamina E para humectar y proteger tus labios.",7267349019,309970187224,015,Lip Boom,Oto
Revlon Cosmetics,Maquillaje para LABIOS,Delineador para Labios,ColorStay,Revlon ColorStay Longwear Lip Liner,Delineador para Labios de Larga Duración,Delineador de labios retráctil que provee larga duración y ayuda a que el color de los labios dure más tiempo. También ayuda a prevenir el agrietado del color. Contiene sacapuntas para un punta más precisa.  ,"Larga duración
Retráctil
Contiene sacapuntas",7262701008,309975822243,008,Blush,Oto
Revlon Cosmetics,Maquillaje para OJOS,Sombras para Ojos,So Fierce!,Revlon So Fierce! Prismatic Palette,Paleta Prismática de Sombras,"¿Clásico o atrevido? Desafiá tu mirada y lográ tu look deseado con esta nueva paleta de sombras.
•	Color cremoso y llamativo con brillo tipo cristal.
•	Color intenso y altamente texturizado.
•	A prueba de arrugas y de manchas.
•	 Una gama de tonos y acabados desde neutrales hasta brillos de alta intensidad, facilitando la creación de estilos.
•	Duración del color hasta por 10 horas si se usa húmedo u 8 horas si se usa seco.","Tip de uso 
1.	Aplica las sombras secas para un acabado suave. Aplica el color con tu dedo directamente sobre el parpado. Para difuminar podés usar una brocha.
2.	Aplica las sombras mojadas para un efecto más intenso y saturado. Podes aplicarlas con tu dedo índice mojado.
3.	Con una brocha podés difuminar el color a lo largo de los parpados.",7265544008,309970116415,966,The Big Bang,New
Revlon Cosmetics,Maquillaje para ROSTRO,Corrector para Rostro,ColorStay,Colorstay Flex Wear Full Cover Concealer,Corrector para rostro,"Revlon Colorstay Flex Wear Full Cover Concealer brinda una cobertura total para ayudar a ocultar ojeras, igualar el tono de la piel y ayudar a cubrir imperfecciones. 
 
 Contiene Ácido Hialurónico y Vitamina E, para una mayor hidratación y nutrición de la piel.
 
 Obtené tu piel impecable hasta por 24 horas y suave para cada movimiento.","- Su fórmula permite una cobertura total. El color se difumina sin esfuerzo. Ayuda a mejorar el enrojecimiento y las imperfecciones y ayuda a ocultar las ojeras oscuras para una piel impecable.
 
 - Enriquecido con 2 ingredientes humectantes: Ácido Hialurónico para hidratar la piel hasta por 24 horas y Vitamina E para nutrir y proteger la piel de los contaminantes.
 
 - Acabado mate y natural.
 
 - Aplicador grande y esponjoso para una aplicación perfecta y fácil.
 
 - Duración de hasta por 24 horas.
 
 - Deja sensación confortable en la piel
 
 - Dermatológicamente Testeado
 
 - No Comedogénico",7269519003,309970213404,10,Vanilla,OTO
Revlon Cosmetics,Maquillaje para ROSTRO,Corrector para Rostro,ColorStay,Colorstay Flex Wear Full Cover Concealer,Corrector para rostro,"Revlon Colorstay Flex Wear Full Cover Concealer brinda una cobertura total para ayudar a ocultar ojeras, igualar el tono de la piel y ayudar a cubrir imperfecciones. 
 
 Contiene Ácido Hialurónico y Vitamina E, para una mayor hidratación y nutrición de la piel.
 
 Obtené tu piel impecable hasta por 24 horas y suave para cada movimiento.","- Su fórmula permite una cobertura total. El color se difumina sin esfuerzo. Ayuda a mejorar el enrojecimiento y las imperfecciones y ayuda a ocultar las ojeras oscuras para una piel impecable.
 
 - Enriquecido con 2 ingredientes humectantes: Ácido Hialurónico para hidratar la piel hasta por 24 horas y Vitamina E para nutrir y proteger la piel de los contaminantes.
 
 - Acabado mate y natural.
 
 - Aplicador grande y esponjoso para una aplicación perfecta y fácil.
 
 - Duración de hasta por 24 horas.
 
 - Deja sensación confortable en la piel
 
 - Dermatológicamente Testeado
 
 - No Comedogénico",7269519004,309970213411,15,Light,NEW
Revlon Cosmetics,Maquillaje para ROSTRO,Corrector para Rostro,ColorStay,Colorstay Flex Wear Full Cover Concealer,Corrector para rostro,"Revlon Colorstay Flex Wear Full Cover Concealer brinda una cobertura total para ayudar a ocultar ojeras, igualar el tono de la piel y ayudar a cubrir imperfecciones. 
 
 Contiene Ácido Hialurónico y Vitamina E, para una mayor hidratación y nutrición de la piel.
 
 Obtené tu piel impecable hasta por 24 horas y suave para cada movimiento.","- Su fórmula permite una cobertura total. El color se difumina sin esfuerzo. Ayuda a mejorar el enrojecimiento y las imperfecciones y ayuda a ocultar las ojeras oscuras para una piel impecable.
 
 - Enriquecido con 2 ingredientes humectantes: Ácido Hialurónico para hidratar la piel hasta por 24 horas y Vitamina E para nutrir y proteger la piel de los contaminantes.
 
 - Acabado mate y natural.
 
 - Aplicador grande y esponjoso para una aplicación perfecta y fácil.
 
 - Duración de hasta por 24 horas.
 
 - Deja sensación confortable en la piel
 
 - Dermatológicamente Testeado
 
 - No Comedogénico",7269519006,309970213435,25,Light Beige,NEW
Revlon Cosmetics,Maquillaje para ROSTRO,Corrector para Rostro,ColorStay,Colorstay Flex Wear Full Cover Concealer,Corrector para rostro,"Revlon Colorstay Flex Wear Full Cover Concealer brinda una cobertura total para ayudar a ocultar ojeras, igualar el tono de la piel y ayudar a cubrir imperfecciones. 
 
 Contiene Ácido Hialurónico y Vitamina E, para una mayor hidratación y nutrición de la piel.
 
 Obtené tu piel impecable hasta por 24 horas y suave para cada movimiento.","- Su fórmula permite una cobertura total. El color se difumina sin esfuerzo. Ayuda a mejorar el enrojecimiento y las imperfecciones y ayuda a ocultar las ojeras oscuras para una piel impecable.
 
 - Enriquecido con 2 ingredientes humectantes: Ácido Hialurónico para hidratar la piel hasta por 24 horas y Vitamina E para nutrir y proteger la piel de los contaminantes.
 
 - Acabado mate y natural.
 
 - Aplicador grande y esponjoso para una aplicación perfecta y fácil.
 
 - Duración de hasta por 24 horas.
 
 - Deja sensación confortable en la piel
 
 - Dermatológicamente Testeado
 
 - No Comedogénico",7269519007,309970213442,26,Crème Brulee,OTO
Revlon Cosmetics,Maquillaje para ROSTRO,Corrector para Rostro,ColorStay,Colorstay Flex Wear Full Cover Concealer,Corrector para rostro,"Revlon Colorstay Flex Wear Full Cover Concealer brinda una cobertura total para ayudar a ocultar ojeras, igualar el tono de la piel y ayudar a cubrir imperfecciones. 
 
 Contiene Ácido Hialurónico y Vitamina E, para una mayor hidratación y nutrición de la piel.
 
 Obtené tu piel impecable hasta por 24 horas y suave para cada movimiento.","- Su fórmula permite una cobertura total. El color se difumina sin esfuerzo. Ayuda a mejorar el enrojecimiento y las imperfecciones y ayuda a ocultar las ojeras oscuras para una piel impecable.
 
 - Enriquecido con 2 ingredientes humectantes: Ácido Hialurónico para hidratar la piel hasta por 24 horas y Vitamina E para nutrir y proteger la piel de los contaminantes.
 
 - Acabado mate y natural.
 
 - Aplicador grande y esponjoso para una aplicación perfecta y fácil.
 
 - Duración de hasta por 24 horas.
 
 - Deja sensación confortable en la piel
 
 - Dermatológicamente Testeado
 
 - No Comedogénico",7269519009,309970213466,30,Light Medium,NEW
